Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
10,Enhance password requirements,To address,0 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_DocuSign_EnhancedPassword,Budget-constrained tenant with licenses missing and security controls deferred.
10,Password expiry requirements,To address,0 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_DocuSign_PasswordExpires,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session timeout for web users,To address,0.52 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_DocuSign_SessionTimeout,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable web session timeout for web users,To address,0 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Dropbox_InactiveTimeoutMins,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable 'Allow members to view dependency insights',Planned,2 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_GitHub_DependencyInsights,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enabled 'email notification delivery for this enterprise is restricted to verified or approved domains',Planned,2.14 / 3,3%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,MDA_GitHub_EmailNotificationRestrictedToVerifiedOrApprovedDomains,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enforce IP allow list configuration for org resources,Planned,1.8 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_GitHub_IPallowListConfigurationForOrgResources,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable 'Allow repository administrators to invite outside collaborators to repositories for this organization,To address,0.01 / 4,4%,Identity,Microsoft Entra ID,No,No,Blue Yonder Nonprofit,MDA_GitHub_OutsideCollabInvitation,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable private repository forking,To address,0 / 7,7%,Apps,MDA_GitHub,Yes,No,Blue Yonder Nonprofit,MDA_GitHub_PrivateRepositoryForkingSetting,Budget-constrained tenant with licenses missing and security controls deferred.
10,"Disable 'Members will be able to create public repositories, visible to anyone'",To address,0.79 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_GitHub_PublicRepoCreation,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable 'members with admin permissions for repositories can delete or transfer repositories',To address,0.16 / 6,6%,Identity,Microsoft Entra ID,No,Yes,Blue Yonder Nonprofit,MDA_GitHub_RepoTransferOrDeletion,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable 'Allow members to change repository visibilities for this organization',To address,0 / 6,6%,Apps,MDA_GitHub,Yes,No,Blue Yonder Nonprofit,MDA_GitHub_RepoVisibility_change,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable single sign on (SSO),Planned,1.81 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_GitHub_SAML,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable multi-factor authentication (MFA),Planned,5.16 / 7,7%,Identity,Microsoft Entra ID,No,No,Blue Yonder Nonprofit,MDA_Google_EnableTwoFactorAuth,Budget-constrained tenant with licenses missing and security controls deferred.
10,Adopt SSO (Single sign on) in netDocuments,Planned,5.42 / 7,7%,Identity,Microsoft Entra ID,No,No,Blue Yonder Nonprofit,MDA_NetDocuments_SSO,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enhance password requirements,To address,0.58 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Okta_EnhancedPassword,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable multi-factor authentication,To address,1.34 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_Okta_MFA,Budget-constrained tenant with licenses missing and security controls deferred.
10,Password expiry requirements,To address,1.2 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Okta_PasswordExpires,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session timeout for web users,To address,0 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Okta_SessionTimeout,Budget-constrained tenant with licenses missing and security controls deferred.
10,Remote Site,To address,0 / 5,5%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_disableProtocolSecurity,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable Administrators Can Log In As Any User,Planned,1.24 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableAdminLoginAsAnyUser,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable Caching and Autocomplete on Login Page via Session settings,To address,0.24 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_enableCacheAndAutocomplete,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable clickjack protection for non-Setup for Salesforce pages,Planned,1.1 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableClickjackNonsetupSFDC,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable clickjack protection for customer VisualForce pages with standard headers,To address,0.68 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableClickjackNonsetupUser,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable clickjack protection for customer VisualForce pages with headers disabled,Planned,1.5 / 3,3%,Apps,MDA_SF,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_enableClickjackNonsetupUserHeaderless,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable clickjack protection for Setup pages,To address,0.31 / 3,3%,Apps,MDA_SF,No,No,Blue Yonder Nonprofit,MDA_SF_enableClickjackSetup,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable Content Sniffing protection,To address,0 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableContentSniffingProtection,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable Content Security Policy protection for email templates,To address,0 / 3,3%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableCSPOnEmail,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable CSRF protection on GET requests on non-setup pages,To address,0 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableCSRFOnGet,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable CSRF protection on POST requests on non-setup pages,To address,0 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableCSRFOnPost,Budget-constrained tenant with licenses missing and security controls deferred.
33,Require identity verification during multi-factor authentication (MFA) registration,To address,1.24 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableMultipleSamlConfigs,Budget-constrained tenant with licenses missing and security controls deferred.
10,Let users verify their identity by text (SMS),Planned,2.78 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_enableSMSIdentity,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enforce login IP ranges on every request,Planned,2.15 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_enforceIpRangesEveryRequest,Budget-constrained tenant with licenses missing and security controls deferred.
10,Force logout on session timeout,To address,0.64 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_forceLogoutOnSessionTimeout,Budget-constrained tenant with licenses missing and security controls deferred.
10,Force (admin) relogin after Login-As-User,To address,0.78 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_forceRelogin,Budget-constrained tenant with licenses missing and security controls deferred.
10,Require identity verification for change of email address,To address,0 / 5,5%,Identity,Exchange Online,Yes,No,Blue Yonder Nonprofit,MDA_SF_identityConfirmationOnEmailChange,Budget-constrained tenant with licenses missing and security controls deferred.
10,Lock sessions to the domain in which they were first used,To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_lockSessionsToDomain,Budget-constrained tenant with licenses missing and security controls deferred.
10,Maximum invalid login attempts,To address,0.74 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_maxLoginAttempts,Budget-constrained tenant with licenses missing and security controls deferred.
10,Require a minimum 1 day password lifetime,To address,0 / 5,5%,Identity,Microsoft Entra ID,No,No,Blue Yonder Nonprofit,MDA_SF_minimumPasswordLifetime,Budget-constrained tenant with licenses missing and security controls deferred.
10,Password complexity requirement,To address,0.44 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_password_complexity,Budget-constrained tenant with licenses missing and security controls deferred.
10,User passwords expire in 90 days or less,To address,1.23 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_password_expiration,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enforce password history,To address,0.08 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_password_historyRestriction,Budget-constrained tenant with licenses missing and security controls deferred.
10,Lockout effective period,To address,0.89 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_password_lockoutInterval,Budget-constrained tenant with licenses missing and security controls deferred.
10,Minimum password length,To address,0.2 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_password_minimumPasswordLength,Budget-constrained tenant with licenses missing and security controls deferred.
10,Obscure secret answer for password resets,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SF_password_obscureSecretAnswer,Budget-constrained tenant with licenses missing and security controls deferred.
10,Password question requirement,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SF_password_questionRestriction,Budget-constrained tenant with licenses missing and security controls deferred.
10,Session timeout,To address,0.71 / 7,7%,Identity,Microsoft Entra ID,No,No,Blue Yonder Nonprofit,MDA_SF_password_sessionTimeout,Budget-constrained tenant with licenses missing and security controls deferred.
10,Require HttpOnly attribute,To address,0 / 3,3%,Apps,MDA_SF,Yes,No,Blue Yonder Nonprofit,MDA_SF_requireHttpOnly,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable multi-factor authentication,Planned,2.18 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_authenticateMultifactor,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable enforcing JSONv2 requests with basic authorization,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_authRequiredJson2,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable enforcing SOAP requests with basic authorization,Planned,3.49 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Blue Yonder Nonprofit,MDA_SNOW_authRequiredSOAP,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable unload request authorization,Planned,2.45 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_authRequiredUnl,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable script request authorization,Planned,1.38 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_cauthRequiredScriptedProcessor,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable URL allow list for cross-origin iframe communication,To address,0 / 6,6%,Apps,MDA_SNOW,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_concourseOnmessageEnforceSameOrigin,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable Password Reset Policy Checks,To address,0 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_enablePasswordPolicy,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable high security plugin,To address,0 / 7,7%,Apps,MDA_SNOW,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_highSecurity,Budget-constrained tenant with licenses missing and security controls deferred.
10,Set default cache-control HTTP header value to private,Planned,2.86 / 6,6%,Apps,MDA_SNOW,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_httpCacheControl,Budget-constrained tenant with licenses missing and security controls deferred.
10,Disable password-less authentication,Planned,2.22 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_loginNoBlankPassword,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable Contextual Security: Role Management plugin,To address,1.27 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_roleManagement,Budget-constrained tenant with licenses missing and security controls deferred.
10,Set client-callable script includes to private,Planned,2.14 / 4,4%,Apps,MDA_SNOW,No,No,Blue Yonder Nonprofit,MDA_SNOW_scriptCcsiIsPublic,Budget-constrained tenant with licenses missing and security controls deferred.
10,Apply access control rule (ACL) validation when server-side records are accessed using GlideAjax APIs within a client script,Planned,1.75 / 4,4%,Apps,MDA_SNOW,No,No,Blue Yonder Nonprofit,MDA_SNOW_scriptSecureAjaxgliderecord,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable client generated scripts sandbox,To address,0.66 / 6,6%,Apps,MDA_SNOW,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_scriptUseSandbox,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable default deny with new ACL rules,To address,0 / 5,5%,Apps,MDA_SNOW,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_smDefaultMode,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable managing failed login attempts,To address,0.01 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_sncUserLockoutCheck,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable SOAP content type checking,To address,0 / 6,6%,Apps,MDA_SNOW,No,No,Blue Yonder Nonprofit,MDA_SNOW_soapRequireContentTypeXml,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable SOAP request strict security,Planned,2.73 / 6,6%,Apps,MDA_SNOW,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_soapStrictSecurity,Budget-constrained tenant with licenses missing and security controls deferred.
10,Activate security jump start (ACL rules) plugin,To address,0.51 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_SNOW_systemSecurity,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session activity timeout,Planned,2.01 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_uiSessionTimeout,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable anti-CSRF token,Planned,2.89 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_useCsrfToken,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable absolute session timeout,To address,0.48 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_SNOW_userCookieMaxLifeSpanInDays,Budget-constrained tenant with licenses missing and security controls deferred.
10,Adopt SSO (Single sign on) in Workplace by Meta,To address,0.44 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Workplace_SSO,Budget-constrained tenant with licenses missing and security controls deferred.
10,Block admins to set passwords,To address,0.25 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_AdminPassChange,Budget-constrained tenant with licenses missing and security controls deferred.
10,Block account assumption,To address,0.38 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_BlockAccountAssumption,Budget-constrained tenant with licenses missing and security controls deferred.
10,Block customers to bypass IP restrictions,To address,0.65 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_bypassIPrestrictions,Budget-constrained tenant with licenses missing and security controls deferred.
10,"Send a notification on password change for admins, agents, and end users",Planned,1.58 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_EmailNotificationsforPassChange,Budget-constrained tenant with licenses missing and security controls deferred.
10,Admins and agents can use the Zendesk Support mobile app,Planned,1.66 / 3,3%,Apps,MDA_Zendesk,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_enableapp,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable IP restrictions,Planned,2.21 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_IPrestrictions,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable and adopt two-factor authentication (2FA),To address,0.92 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_Zendesk_MFA,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session timeout for users,To address,0.8 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Blue Yonder Nonprofit,MDA_Zendesk_sessionexpiry,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable external Authentication (google or microsoft or SSO),To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_SSO,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable Zendesk authentication,To address,0.03 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Blue Yonder Nonprofit,MDA_Zendesk_ZanAuth,Budget-constrained tenant with licenses missing and security controls deferred.
10,Block users in specific domains from joining meetings and webinars,To address,0 / 3,3%,Apps,MDA_Zoom,Yes,No,Blue Yonder Nonprofit,MDA_Zoom_BlockDomains,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enforce end to end encryption in all Zoom meetings,Planned,1.32 / 3,3%,Apps,MDA_Zoom,Yes,No,Blue Yonder Nonprofit,MDA_Zoom_MeetingE2eEncryption,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable multi-factor authentication,To address,1.87 / 7,7%,Apps,MDA_Zoom,Yes,Yes,Blue Yonder Nonprofit,MDA_Zoom_MFA,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enhance password requirements,To address,1.32 / 4,4%,Apps,MDA_Zoom,Yes,No,Blue Yonder Nonprofit,MDA_Zoom_PasswordReq,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session timeout for client users,To address,0.18 / 6,6%,Apps,MDA_Zoom,Yes,No,Blue Yonder Nonprofit,MDA_Zoom_SessionTimeoutClient,Budget-constrained tenant with licenses missing and security controls deferred.
10,Enable session timeout for web users,To address,0.25 / 6,6%,Apps,MDA_Zoom,Yes,No,Blue Yonder Nonprofit,MDA_Zoom_SessionTimeoutWeb,Budget-constrained tenant with licenses missing and security controls deferred.
128,Ensure that no sender domains are allowed for anti-spam policies,To address,0.6 / 2,2%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_allowedsenderscombined,Budget-constrained tenant with licenses missing and security controls deferred.
10,Ensure that an anti-phishing policy has been created,To address,0.75 / 3,3%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_antiphishingpolicies,Budget-constrained tenant with licenses missing and security controls deferred.
128,"Turn on Microsoft Defender for Office 365 in SharePoint, OneDrive, and Microsoft Teams",To address,0.12 / 5,5%,Apps,Microsoft Teams,Yes,No,Blue Yonder Nonprofit,mdo_atpprotection,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set automatic email forwarding rules to be system controlled,To address,0 / 1,1%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_autoforwardingmode,Budget-constrained tenant with licenses missing and security controls deferred.
10,Ensure all forms of mail forwarding are blocked and/or disabled,To address,0.09 / 5,5%,Apps,Exchange Online,Yes,Yes,Blue Yonder Nonprofit,mdo_blockmailforward,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set action to take on bulk spam detection,Planned,1.87 / 3,3%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_bulkspamaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set the email bulk complaint level (BCL) threshold to be 6 or lower,Planned,0.74 / 1,1%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_bulkthreshold,Budget-constrained tenant with licenses missing and security controls deferred.
128,Ensure the Common Attachment Types Filter is enabled,Planned,1.79 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_commonattachmentsfilter,Budget-constrained tenant with licenses missing and security controls deferred.
128,Don't add allowed IP addresses in the connection filter policy,Planned,0.43 / 1,1%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_connectionfilter,Budget-constrained tenant with licenses missing and security controls deferred.
128,Enable impersonated domain protection,To address,1.24 / 8,8%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_enabledomainstoprotect,Budget-constrained tenant with licenses missing and security controls deferred.
128,Ensure that mailbox intelligence is enabled,To address,0 / 8,8%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_enablemailboxintelligence,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set action to take on high confidence phishing detection,To address,0.95 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_highconfidencephishaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set action to take on high confidence spam detection,To address,0 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_highconfidencespamaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Ensure that intelligence for impersonation protection is enabled,To address,0 / 8,8%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_mailboxintelligenceprotection,Budget-constrained tenant with licenses missing and security controls deferred.
128,Move messages that are detected as impersonated users by mailbox intelligence,Planned,4.66 / 8,8%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_mailboxintelligenceprotectionaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set the phishing email level threshold at 2 or higher,Planned,3.55 / 8,8%,Apps,Exchange Online,Yes,Yes,Blue Yonder Nonprofit,mdo_phishthresholdlevel,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set action to take on phishing detection,Planned,1.94 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_phisspamacation,Budget-constrained tenant with licenses missing and security controls deferred.
128,Retain spam in quarantine for 30 days,Planned,0.47 / 1,1%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_quarantineretentionperiod,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set maximum number of external recipients that a user can email per hour,To address,0 / 1,1%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_recipientexternallimitperhour,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set maximum number of internal recipients that a user can send to within an hour,To address,0 / 1,1%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_recipientinternallimitperhour,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set a daily message limit,To address,0 / 1,1%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_recipientlimitperday,Budget-constrained tenant with licenses missing and security controls deferred.
10,Ensure Safe Attachments policy is enabled,To address,0.01 / 5,5%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_safeattachmentpolicy,Budget-constrained tenant with licenses missing and security controls deferred.
128,Turn on Safe Attachments in block mode,To address,0.03 / 8,8%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_safeattachments,Budget-constrained tenant with licenses missing and security controls deferred.
128,Turn on Safe Documents for Office Clients,To address,1.28 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_safedocuments,Budget-constrained tenant with licenses missing and security controls deferred.
128,Create Safe Links policies for email messages,Planned,5.33 / 9,9%,Apps,Exchange Online,Yes,No,Blue Yonder Nonprofit,mdo_safelinksforemail,Budget-constrained tenant with licenses missing and security controls deferred.
10,Ensure Safe Links for Office Applications is Enabled,To address,0.85 / 3,3%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_safelinksforOfficeApps,Budget-constrained tenant with licenses missing and security controls deferred.
128,Enable the domain impersonation safety tip,Planned,1.5 / 3,3%,Apps,MDO,No,No,Blue Yonder Nonprofit,mdo_similardomainssafetytips,Budget-constrained tenant with licenses missing and security controls deferred.
128,Enable the user impersonation safety tip,To address,0.83 / 3,3%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_similaruserssafetytips,Budget-constrained tenant with licenses missing and security controls deferred.
10,Ensure Exchange Online Spam Policies are set to notify administrators,To address,0.24 / 3,3%,Apps,Exchange Online,Yes,Yes,Blue Yonder Nonprofit,mdo_spam_notifications_only_for_admins,Budget-constrained tenant with licenses missing and security controls deferred.
128,Set action to take on spam detection,To address,0 / 5,5%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_spamaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Quarantine messages that are detected from impersonated domains,To address,0 / 6,6%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_targeteddomainprotectionaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Quarantine messages that are detected from impersonated users,To address,0.7 / 6,6%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_targeteduserprotectionaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Enable impersonated user protection,To address,1.26 / 8,8%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_targetedusersprotection,Budget-constrained tenant with licenses missing and security controls deferred.
128,Block users who reached the message limit,Planned,0.34 / 1,1%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_thresholdreachedaction,Budget-constrained tenant with licenses missing and security controls deferred.
128,Enable the user impersonation unusual characters safety tip,Planned,2.13 / 3,3%,Apps,MDO,Yes,Yes,Blue Yonder Nonprofit,mdo_unusualcharacterssafetytips,Budget-constrained tenant with licenses missing and security controls deferred.
128,Create zero-hour auto purge policies for malware,Planned,2.76 / 6,6%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_zapmalware,Budget-constrained tenant with licenses missing and security controls deferred.
128,Create zero-hour auto purge policies for phishing messages,To address,0.04 / 3,3%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_zapphish,Budget-constrained tenant with licenses missing and security controls deferred.
128,Create zero-hour auto purge policies for spam messages,To address,0 / 1,1%,Apps,MDO,Yes,No,Blue Yonder Nonprofit,mdo_zapspam,Budget-constrained tenant with licenses missing and security controls deferred.
246,Restrict anonymous users from starting Teams meetings,To address,0 / 1,1%,Apps,Microsoft Teams,Yes,Yes,Blue Yonder Nonprofit,meeting_anonymousstartmeeting_v1,Budget-constrained tenant with licenses missing and security controls deferred.
247,Only invited users should be automatically admitted to Teams meetings,To address,0.05 / 2,2%,Apps,Microsoft Teams,No,No,Blue Yonder Nonprofit,meeting_autoadmitusers_v1,Budget-constrained tenant with licenses missing and security controls deferred.
248,Configure which users are allowed to present in Teams meetings,Planned,0.99 / 2,2%,Apps,Microsoft Teams,Yes,No,Blue Yonder Nonprofit,meeting_designatedpresenter_v1,Budget-constrained tenant with licenses missing and security controls deferred.
249,Limit external participants from having control in a Teams meeting,Completed,0.86 / 1,1%,Apps,Microsoft Teams,Yes,No,Blue Yonder Nonprofit,meeting_externalrequestcontrol_v1,Budget-constrained tenant with licenses missing and security controls deferred.
250,Restrict dial-in users from bypassing a meeting lobby,Planned,0.79 / 1,1%,Apps,Microsoft Teams,Yes,No,Blue Yonder Nonprofit,meeting_pstnusersbypasslobby_v1,Budget-constrained tenant with licenses missing and security controls deferred.
