Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
10,Enabled 'email notification delivery for this enterprise is restricted to verified or approved domains',Completed,3 / 3,3%,Apps,Exchange Online,Yes,No,Northwind Finance,MDA_GitHub_EmailNotificationRestrictedToVerifiedOrApprovedDomains,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enforce IP allow list configuration for org resources,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_GitHub_IPallowListConfigurationForOrgResources,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable 'Allow repository administrators to invite outside collaborators to repositories for this organization,Completed,3.73 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_GitHub_OutsideCollabInvitation,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable private repository forking,Completed,6.03 / 7,7%,Apps,MDA_GitHub,Yes,No,Northwind Finance,MDA_GitHub_PrivateRepositoryForkingSetting,Strong governance with a few legacy exceptions and pending collaboration controls.
10,"Disable 'Members will be able to create public repositories, visible to anyone'",Planned,3.23 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_GitHub_PublicRepoCreation,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable 'members with admin permissions for repositories can delete or transfer repositories',Completed,5.02 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_GitHub_RepoTransferOrDeletion,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable 'Allow members to change repository visibilities for this organization',Completed,5.2 / 6,6%,Apps,MDA_GitHub,Yes,No,Northwind Finance,MDA_GitHub_RepoVisibility_change,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable single sign on (SSO),To address,0.55 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_GitHub_SAML,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable multi-factor authentication (MFA),Completed,6.46 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Google_EnableTwoFactorAuth,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Adopt SSO (Single sign on) in netDocuments,Completed,6.3 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_NetDocuments_SSO,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enhance password requirements,Completed,3.56 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Okta_EnhancedPassword,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable multi-factor authentication,Completed,6.31 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Okta_MFA,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Password expiry requirements,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Okta_PasswordExpires,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable session timeout for web users,Completed,5.01 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Okta_SessionTimeout,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Remote Site,Planned,3.65 / 5,5%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_disableProtocolSecurity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable Administrators Can Log In As Any User,Completed,3 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_enableAdminLoginAsAnyUser,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable Caching and Autocomplete on Login Page via Session settings,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_enableCacheAndAutocomplete,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable clickjack protection for non-Setup for Salesforce pages,Completed,2.69 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableClickjackNonsetupSFDC,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable clickjack protection for customer VisualForce pages with standard headers,Completed,2.81 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableClickjackNonsetupUser,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable clickjack protection for customer VisualForce pages with headers disabled,Completed,3 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableClickjackNonsetupUserHeaderless,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable clickjack protection for Setup pages,Completed,3 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableClickjackSetup,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable Content Sniffing protection,Completed,2.68 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableContentSniffingProtection,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable Content Security Policy protection for email templates,Completed,2.54 / 3,3%,Apps,Exchange Online,Yes,No,Northwind Finance,MDA_SF_enableCSPOnEmail,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable CSRF protection on GET requests on non-setup pages,Planned,2.43 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableCSRFOnGet,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable CSRF protection on POST requests on non-setup pages,To address,0.32 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_enableCSRFOnPost,Strong governance with a few legacy exceptions and pending collaboration controls.
33,Require identity verification during multi-factor authentication (MFA) registration,Completed,6.8 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_enableMultipleSamlConfigs,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Let users verify their identity by text (SMS),Completed,6.89 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_enableSMSIdentity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enforce login IP ranges on every request,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_enforceIpRangesEveryRequest,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Force logout on session timeout,Completed,6.42 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_forceLogoutOnSessionTimeout,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Force (admin) relogin after Login-As-User,Completed,2.52 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_forceRelogin,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Require identity verification for change of email address,Planned,4.04 / 5,5%,Identity,Exchange Online,Yes,No,Northwind Finance,MDA_SF_identityConfirmationOnEmailChange,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Lock sessions to the domain in which they were first used,Planned,5.71 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_lockSessionsToDomain,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Maximum invalid login attempts,Planned,4.07 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_maxLoginAttempts,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Require a minimum 1 day password lifetime,To address,0.17 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_minimumPasswordLifetime,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Password complexity requirement,Completed,3.88 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_complexity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,User passwords expire in 90 days or less,Completed,4.59 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_expiration,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enforce password history,Completed,3.74 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_historyRestriction,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Lockout effective period,To address,0.94 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_lockoutInterval,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Minimum password length,Completed,3.77 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_minimumPasswordLength,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Obscure secret answer for password resets,Completed,2.49 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_obscureSecretAnswer,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Password question requirement,Planned,2.34 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_questionRestriction,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Session timeout,Planned,5.34 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SF_password_sessionTimeout,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Require HttpOnly attribute,Completed,2.58 / 3,3%,Apps,MDA_SF,Yes,No,Northwind Finance,MDA_SF_requireHttpOnly,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable multi-factor authentication,Completed,6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_authenticateMultifactor,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable enforcing JSONv2 requests with basic authorization,Completed,4.39 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_authRequiredJson2,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable enforcing SOAP requests with basic authorization,To address,0.17 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_authRequiredSOAP,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable unload request authorization,Completed,5.3 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_authRequiredUnl,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable script request authorization,Planned,3.13 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_cauthRequiredScriptedProcessor,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable URL allow list for cross-origin iframe communication,Completed,4.94 / 6,6%,Apps,MDA_SNOW,No,No,Northwind Finance,MDA_SNOW_concourseOnmessageEnforceSameOrigin,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable Password Reset Policy Checks,To address,0.07 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_enablePasswordPolicy,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable high security plugin,Completed,6.27 / 7,7%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_highSecurity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Set default cache-control HTTP header value to private,Completed,5.71 / 6,6%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_httpCacheControl,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Disable password-less authentication,Completed,5.25 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_loginNoBlankPassword,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable Contextual Security: Role Management plugin,Completed,5.88 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_roleManagement,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Set client-callable script includes to private,Completed,3.96 / 4,4%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_scriptCcsiIsPublic,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Apply access control rule (ACL) validation when server-side records are accessed using GlideAjax APIs within a client script,Completed,3.35 / 4,4%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_scriptSecureAjaxgliderecord,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable client generated scripts sandbox,Planned,4.81 / 6,6%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_scriptUseSandbox,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable default deny with new ACL rules,Completed,4.37 / 5,5%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_smDefaultMode,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable managing failed login attempts,Completed,3.48 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_sncUserLockoutCheck,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable SOAP content type checking,Completed,5.38 / 6,6%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_soapRequireContentTypeXml,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable SOAP request strict security,Completed,4.97 / 6,6%,Apps,MDA_SNOW,Yes,No,Northwind Finance,MDA_SNOW_soapStrictSecurity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Activate security jump start (ACL rules) plugin,Completed,3.86 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_systemSecurity,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable session activity timeout,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_uiSessionTimeout,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable anti-CSRF token,Completed,5.66 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_useCsrfToken,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable absolute session timeout,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_SNOW_userCookieMaxLifeSpanInDays,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Adopt SSO (Single sign on) in Workplace by Meta,Planned,5.71 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Workplace_SSO,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Block admins to set passwords,Planned,2.42 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_AdminPassChange,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Block account assumption,Completed,3.28 / 4,4%,Identity,Microsoft Entra ID,No,No,Northwind Finance,MDA_Zendesk_BlockAccountAssumption,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Block customers to bypass IP restrictions,Completed,2.62 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_bypassIPrestrictions,Strong governance with a few legacy exceptions and pending collaboration controls.
10,"Send a notification on password change for admins, agents, and end users",Completed,2.65 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_EmailNotificationsforPassChange,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Admins and agents can use the Zendesk Support mobile app,To address,0.18 / 3,3%,Apps,MDA_Zendesk,Yes,No,Northwind Finance,MDA_Zendesk_enableapp,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable IP restrictions,Completed,2.86 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_IPrestrictions,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable and adopt two-factor authentication (2FA),Completed,6.57 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_MFA,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable session timeout for users,Completed,5.26 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_sessionexpiry,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable external Authentication (google or microsoft or SSO),Planned,5.54 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_SSO,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable Zendesk authentication,Completed,5.82 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MDA_Zendesk_ZanAuth,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Block users in specific domains from joining meetings and webinars,Planned,2.34 / 3,3%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_BlockDomains,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enforce end to end encryption in all Zoom meetings,Completed,2.65 / 3,3%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_MeetingE2eEncryption,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable multi-factor authentication,Completed,6.47 / 7,7%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_MFA,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enhance password requirements,Completed,3.92 / 4,4%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_PasswordReq,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable session timeout for client users,Completed,5.48 / 6,6%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_SessionTimeoutClient,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Enable session timeout for web users,Completed,6 / 6,6%,Apps,MDA_Zoom,Yes,No,Northwind Finance,MDA_Zoom_SessionTimeoutWeb,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Ensure that no sender domains are allowed for anti-spam policies,Completed,1.74 / 2,2%,Apps,MDO,Yes,No,Northwind Finance,mdo_allowedsenderscombined,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure that an anti-phishing policy has been created,Planned,2.44 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_antiphishingpolicies,Strong governance with a few legacy exceptions and pending collaboration controls.
128,"Turn on Microsoft Defender for Office 365 in SharePoint, OneDrive, and Microsoft Teams",Completed,4.36 / 5,5%,Apps,Microsoft Teams,Yes,No,Northwind Finance,mdo_atpprotection,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set automatic email forwarding rules to be system controlled,Completed,0.88 / 1,1%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_autoforwardingmode,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure all forms of mail forwarding are blocked and/or disabled,Planned,3.95 / 5,5%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_blockmailforward,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set action to take on bulk spam detection,Completed,2.65 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_bulkspamaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set the email bulk complaint level (BCL) threshold to be 6 or lower,Completed,0.89 / 1,1%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_bulkthreshold,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Ensure the Common Attachment Types Filter is enabled,Completed,5 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_commonattachmentsfilter,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Don't add allowed IP addresses in the connection filter policy,Completed,0.87 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_connectionfilter,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Enable impersonated domain protection,Completed,6.83 / 8,8%,Apps,MDO,Yes,No,Northwind Finance,mdo_enabledomainstoprotect,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Ensure that mailbox intelligence is enabled,Planned,6.04 / 8,8%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_enablemailboxintelligence,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set action to take on high confidence phishing detection,Planned,4.06 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_highconfidencephishaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set action to take on high confidence spam detection,Planned,3.7 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_highconfidencespamaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Ensure that intelligence for impersonation protection is enabled,To address,1.53 / 8,8%,Apps,MDO,Yes,No,Northwind Finance,mdo_mailboxintelligenceprotection,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Move messages that are detected as impersonated users by mailbox intelligence,To address,2.64 / 8,8%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_mailboxintelligenceprotectionaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set the phishing email level threshold at 2 or higher,To address,1.86 / 8,8%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_phishthresholdlevel,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set action to take on phishing detection,To address,0.94 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_phisspamacation,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Retain spam in quarantine for 30 days,Completed,0.97 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_quarantineretentionperiod,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set maximum number of external recipients that a user can email per hour,To address,0.05 / 1,1%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_recipientexternallimitperhour,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set maximum number of internal recipients that a user can send to within an hour,Completed,1 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_recipientinternallimitperhour,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set a daily message limit,Planned,0.8 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_recipientlimitperday,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure Safe Attachments policy is enabled,To address,1.31 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_safeattachmentpolicy,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Turn on Safe Attachments in block mode,To address,0.9 / 8,8%,Apps,MDO,Yes,No,Northwind Finance,mdo_safeattachments,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Turn on Safe Documents for Office Clients,Completed,4.62 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_safedocuments,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Create Safe Links policies for email messages,Completed,8.32 / 9,9%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_safelinksforemail,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure Safe Links for Office Applications is Enabled,To address,0.52 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_safelinksforOfficeApps,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Enable the domain impersonation safety tip,Completed,2.84 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_similardomainssafetytips,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Enable the user impersonation safety tip,Completed,2.57 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_similaruserssafetytips,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure Exchange Online Spam Policies are set to notify administrators,Completed,2.54 / 3,3%,Apps,Exchange Online,Yes,No,Northwind Finance,mdo_spam_notifications_only_for_admins,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Set action to take on spam detection,Completed,5 / 5,5%,Apps,MDO,Yes,No,Northwind Finance,mdo_spamaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Quarantine messages that are detected from impersonated domains,To address,1.07 / 6,6%,Apps,MDO,Yes,No,Northwind Finance,mdo_targeteddomainprotectionaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Quarantine messages that are detected from impersonated users,Completed,5.35 / 6,6%,Apps,MDO,Yes,No,Northwind Finance,mdo_targeteduserprotectionaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Enable impersonated user protection,Completed,8 / 8,8%,Apps,MDO,Yes,No,Northwind Finance,mdo_targetedusersprotection,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Block users who reached the message limit,Completed,0.97 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_thresholdreachedaction,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Enable the user impersonation unusual characters safety tip,Completed,3 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_unusualcharacterssafetytips,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Create zero-hour auto purge policies for malware,To address,1.03 / 6,6%,Apps,MDO,Yes,No,Northwind Finance,mdo_zapmalware,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Create zero-hour auto purge policies for phishing messages,Planned,2.45 / 3,3%,Apps,MDO,Yes,No,Northwind Finance,mdo_zapphish,Strong governance with a few legacy exceptions and pending collaboration controls.
128,Create zero-hour auto purge policies for spam messages,Completed,0.86 / 1,1%,Apps,MDO,Yes,No,Northwind Finance,mdo_zapspam,Strong governance with a few legacy exceptions and pending collaboration controls.
246,Restrict anonymous users from starting Teams meetings,Completed,0.88 / 1,1%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_anonymousstartmeeting_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
247,Only invited users should be automatically admitted to Teams meetings,To address,0.36 / 2,2%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_autoadmitusers_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
248,Configure which users are allowed to present in Teams meetings,Completed,2 / 2,2%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_designatedpresenter_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
249,Limit external participants from having control in a Teams meeting,Completed,1 / 1,1%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_externalrequestcontrol_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
250,Restrict dial-in users from bypassing a meeting lobby,Completed,0.95 / 1,1%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_pstnusersbypasslobby_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
251,Restrict anonymous users from joining meetings,Completed,0.94 / 1,1%,Apps,Microsoft Teams,Yes,No,Northwind Finance,meeting_restrictanonymousjoin_v1,Strong governance with a few legacy exceptions and pending collaboration controls.
12,Ensure multifactor authentication is enabled for all users,Completed,7.95 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,MFARegistrationV2,Strong governance with a few legacy exceptions and pending collaboration controls.
129,Ensure that Auto-labeling data classification policies are set up and used,Completed,0.91 / 1,1%,Data,MIP,Yes,No,Northwind Finance,mip_autosensitivitylabelspolicies,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure DLP policies are enabled for Microsoft Teams,Completed,2.54 / 3,3%,Apps,Microsoft Teams,Yes,No,Northwind Finance,mip_DLP_policies_Teams,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure Office 365 Management Activity API is Enabled for some workloads (see description),Planned,2.42 / 3,3%,Apps,MIP,Yes,No,Northwind Finance,mip_management_API_enabled_four_workloads,Strong governance with a few legacy exceptions and pending collaboration controls.
129,Extend M365 sensitivity labeling to assets in Microsoft Purview data map,Completed,0.92 / 1,1%,Data,MIP,Yes,No,Northwind Finance,mip_purviewlabelconsent,Strong governance with a few legacy exceptions and pending collaboration controls.
10,Ensure Microsoft 365 audit log search is Enabled,Completed,2.62 / 3,3%,Apps,MIP,Yes,No,Northwind Finance,mip_search_auditlog,Strong governance with a few legacy exceptions and pending collaboration controls.
129,Publish M365 sensitivity label data classification policies,Completed,1.9 / 2,2%,Data,MIP,Yes,No,Northwind Finance,mip_sensitivitylabelspolicies,Strong governance with a few legacy exceptions and pending collaboration controls.
27,Designate more than one global admin,Planned,0.37 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,OneAdmin,Strong governance with a few legacy exceptions and pending collaboration controls.
9,Ensure that password hash sync is enabled for hybrid deployments,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Northwind Finance,PasswordHashSync,Strong governance with a few legacy exceptions and pending collaboration controls.
